date,channel,campaign,impressions,clicks,spend,conversions,revenue
2026-01-22,LinkedIn Ads,Prospecting,16620,76,449.26,2,769.67
2026-01-22,LinkedIn Ads,Retargeting,5389,59,314.0,1,369.12
2026-01-22,Meta Ads,Lookalike,40695,550,359.43,21,1489.15
2026-01-22,Meta Ads,Prospecting,45079,496,350.26,14,999.47
2026-01-22,Meta Ads,Retargeting,13909,279,217.47,17,1087.02
2026-01-22,TikTok Ads,Lookalike,57576,569,209.91,9,421.62
2026-01-22,TikTok Ads,Prospecting,76056,664,244.93,8,458.47
2026-01-22,TikTok Ads,Retargeting,26955,387,153.15,10,550.44
2026-01-23,Google Ads,Brand Search,5139,417,547.51,55,6608.66
2026-01-23,Google Ads,Lookalike,19856,786,870.32,46,3553.76
2026-01-23,Google Ads,Prospecting,27007,723,987.81,32,2848.56
2026-01-23,Google Ads,Retargeting,11001,612,808.29,45,3691.23
2026-01-23,LinkedIn Ads,Prospecting,16118,84,489.65,0,0.0
2026-01-23,LinkedIn Ads,Retargeting,5004,45,229.78,1,341.99
2026-01-23,Meta Ads,Lookalike,33289,362,302.82,10,695.81
2026-01-23,Meta Ads,Prospecting,44930,508,429.2,9,539.57
2026-01-23,Meta Ads,Retargeting,16386,350,273.59,15,1225.77
2026-01-23,TikTok Ads,Lookalike,52970,515,183.47,10,517.91
2026-01-23,TikTok Ads,Prospecting,78498,579,230.95,7,344.41
2026-01-23,TikTok Ads,Retargeting,27321,495,158.02,10,643.38
2026-01-24,Google Ads,Brand Search,5622,478,530.45,74,7597.23
2026-01-24,Google Ads,Lookalike,12588,472,706.43,21,1866.81
2026-01-24,Google Ads,Prospecting,23562,681,877.96,22,2176.85
2026-01-24,Google Ads,Retargeting,9001,569,735.82,52,4953.31
2026-01-24,LinkedIn Ads,Prospecting,10796,60,330.32,1,297.85
2026-01-24,LinkedIn Ads,Retargeting,5485,64,343.9,4,1865.12
2026-01-24,Meta Ads,Lookalike,29816,372,335.26,10,652.59
2026-01-24,Meta Ads,Prospecting,33638,401,347.05,4,264.97
2026-01-24,Meta Ads,Retargeting,14213,337,297.01,14,1372.85
2026-01-24,TikTok Ads,Lookalike,45058,401,136.56,9,388.2
2026-01-24,TikTok Ads,Prospecting,65804,499,170.11,7,380.04
2026-01-24,TikTok Ads,Retargeting,25169,417,145.02,14,942.56
2026-01-25,Google Ads,Brand Search,4180,334,443.8,41,3741.69
2026-01-25,Google Ads,Lookalike,14879,521,636.31,23,1920.4
2026-01-25,Google Ads,Prospecting,32995,1044,1205.9,27,2033.0
2026-01-25,Google Ads,Retargeting,8469,509,563.59,59,5757.43
2026-01-25,LinkedIn Ads,Prospecting,15135,92,442.37,0,0.0
2026-01-25,LinkedIn Ads,Retargeting,4394,48,280.05,1,382.5
2026-01-25,Meta Ads,Lookalike,32439,450,369.0,13,845.45
2026-01-25,Meta Ads,Prospecting,37968,408,349.94,10,730.18
2026-01-25,Meta Ads,Retargeting,17073,359,289.52,19,1352.98
2026-01-25,TikTok Ads,Lookalike,51821,538,203.12,6,293.25
2026-01-25,TikTok Ads,Prospecting,64128,508,171.4,6,241.25
2026-01-25,TikTok Ads,Retargeting,27719,507,207.09,7,359.94
2026-01-26,Google Ads,Brand Search,6659,535,694.31,65,5279.35
2026-01-26,Google Ads,Lookalike,17089,663,803.87,36,2902.96
2026-01-26,Google Ads,Prospecting,32840,1009,1221.64,49,3671.31
2026-01-26,Google Ads,Retargeting,8492,521,619.93,38,3387.54
2026-01-26,LinkedIn Ads,Prospecting,12550,49,236.6,0,0.0
2026-01-26,LinkedIn Ads,Retargeting,6863,62,307.74,1,366.58
2026-01-26,Meta Ads,Lookalike,44614,560,441.86,21,1423.89
2026-01-26,Meta Ads,Prospecting,48131,499,356.72,10,603.68
2026-01-26,Meta Ads,Retargeting,17562,390,352.91,21,1606.72
2026-01-26,TikTok Ads,Lookalike,40685,399,149.99,10,444.18
2026-01-26,TikTok Ads,Prospecting,116392,975,329.57,10,479.37
2026-01-26,TikTok Ads,Retargeting,28400,447,123.88,11,599.34
2026-01-27,Google Ads,Brand Search,5992,541,648.85,59,5618.05
2026-01-27,Google Ads,Lookalike,14664,485,578.08,23,1713.17
2026-01-27,Google Ads,Prospecting,25155,767,815.51,14,1443.82
2026-01-27,Google Ads,Retargeting,9108,512,558.17,46,5144.55
2026-01-27,LinkedIn Ads,Prospecting,19627,97,576.5,1,343.57
2026-01-27,LinkedIn Ads,Retargeting,5321,57,320.45,0,0.0
2026-01-27,Meta Ads,Lookalike,29649,414,333.46,18,1461.05
2026-01-27,Meta Ads,Prospecting,44192,474,328.53,12,739.93
2026-01-27,Meta Ads,Retargeting,13822,271,223.92,12,895.25
2026-01-27,TikTok Ads,Lookalike,41550,413,165.28,8,421.22
2026-01-27,TikTok Ads,Prospecting,62613,466,156.58,4,190.49
2026-01-27,TikTok Ads,Retargeting,30741,473,164.71,17,1065.65
2026-01-28,Google Ads,Brand Search,6086,526,741.08,66,5891.48
2026-01-28,Google Ads,Lookalike,19247,670,973.88,45,4213.58
2026-01-28,Google Ads,Prospecting,22682,693,840.02,30,2346.67
2026-01-28,Google Ads,Retargeting,10313,596,726.92,61,5344.78
2026-01-28,LinkedIn Ads,Prospecting,10548,61,338.12,3,961.21
2026-01-28,LinkedIn Ads,Retargeting,5502,46,224.04,1,354.53
2026-01-28,Meta Ads,Lookalike,30532,404,322.19,6,363.55
2026-01-28,Meta Ads,Prospecting,46318,525,445.4,7,494.04
2026-01-28,Meta Ads,Retargeting,17768,357,261.35,23,1608.13
2026-01-28,TikTok Ads,Lookalike,55953,617,198.87,7,347.39
2026-01-28,TikTok Ads,Prospecting,85760,674,250.21,7,329.24
2026-01-28,TikTok Ads,Retargeting,25987,414,158.38,10,544.57
2026-01-29,Google Ads,Brand Search,7018,610,767.21,80,7243.82
2026-01-29,Google Ads,Lookalike,15875,654,759.68,33,2629.63
2026-01-29,Google Ads,Prospecting,24803,763,1008.56,33,2817.82
2026-01-29,Google Ads,Retargeting,8093,514,594.4,42,4725.23
2026-01-29,LinkedIn Ads,Prospecting,14819,66,349.9,0,0.0
2026-01-29,LinkedIn Ads,Retargeting,5850,66,335.57,4,1737.13
2026-01-29,Meta Ads,Lookalike,33501,404,311.13,16,1290.89
2026-01-29,Meta Ads,Prospecting,42606,457,344.0,16,1221.8
2026-01-29,Meta Ads,Retargeting,19847,350,271.61,18,1356.67
2026-01-29,TikTok Ads,Lookalike,43269,429,157.91,6,333.6
2026-01-29,TikTok Ads,Prospecting,69503,521,190.86,2,83.16
2026-01-29,TikTok Ads,Retargeting,22148,331,133.99,3,171.32
2026-01-30,Google Ads,Brand Search,7873,702,715.51,84,8476.55
2026-01-30,Google Ads,Lookalike,21263,834,1266.98,37,2941.67
2026-01-30,Google Ads,Prospecting,26150,795,1121.52,29,2456.26
2026-01-30,Google Ads,Retargeting,8208,462,558.0,41,3846.62
2026-01-30,LinkedIn Ads,Prospecting,17874,83,390.02,1,304.93
2026-01-30,LinkedIn Ads,Retargeting,5000,50,262.54,3,1108.56
2026-01-30,Meta Ads,Lookalike,31223,418,320.22,15,1101.89
2026-01-30,Meta Ads,Prospecting,48524,500,371.02,12,815.92
2026-01-30,Meta Ads,Retargeting,19566,368,312.59,27,2121.92
2026-01-30,TikTok Ads,Lookalike,48870,480,161.62,5,269.91
2026-01-30,TikTok Ads,Prospecting,87977,688,249.19,6,319.99
2026-01-30,TikTok Ads,Retargeting,21327,324,109.29,7,396.4
2026-01-31,Google Ads,Brand Search,6152,492,588.33,61,6653.52
2026-01-31,Google Ads,Lookalike,22435,836,1160.12,47,4188.09
2026-01-31,Google Ads,Prospecting,22155,676,800.41,21,1542.43
2026-01-31,Google Ads,Retargeting,7303,415,408.96,48,4636.86
2026-01-31,LinkedIn Ads,Prospecting,12717,77,426.3,2,634.82
2026-01-31,LinkedIn Ads,Retargeting,4857,49,228.99,3,1355.0
2026-01-31,Meta Ads,Lookalike,24307,287,231.65,7,423.25
2026-01-31,Meta Ads,Prospecting,42207,414,313.15,8,551.42
2026-01-31,Meta Ads,Retargeting,16406,316,267.82,17,1201.73
2026-01-31,TikTok Ads,Lookalike,37593,419,178.13,4,206.35
2026-01-31,TikTok Ads,Prospecting,62779,516,154.6,2,89.56
2026-01-31,TikTok Ads,Retargeting,20994,328,118.92,14,796.55
2026-02-01,Google Ads,Brand Search,4676,355,503.84,37,3428.94
2026-02-01,Google Ads,Lookalike,15285,529,719.76,25,2037.0
2026-02-01,Google Ads,Prospecting,27464,837,1026.69,27,1877.66
2026-02-01,Google Ads,Retargeting,8765,534,656.59,57,4886.97
2026-02-01,LinkedIn Ads,Prospecting,10721,57,339.51,0,0.0
2026-02-01,LinkedIn Ads,Retargeting,4112,39,194.67,0,0.0
2026-02-01,Meta Ads,Lookalike,30564,395,314.32,13,1014.42
2026-02-01,Meta Ads,Prospecting,37246,371,289.56,10,581.36
2026-02-01,Meta Ads,Retargeting,17808,349,252.12,15,1166.76
2026-02-01,TikTok Ads,Lookalike,48788,486,159.54,10,592.28
2026-02-01,TikTok Ads,Prospecting,62391,584,194.11,8,409.93
2026-02-01,TikTok Ads,Retargeting,23307,378,121.92,9,509.97
2026-02-02,Google Ads,Brand Search,7806,706,1002.23,93,8434.99
2026-02-02,Google Ads,Lookalike,21779,875,998.16,36,3153.42
2026-02-02,Google Ads,Prospecting,27954,838,1067.46,24,1806.23
2026-02-02,Google Ads,Retargeting,9929,687,928.91,59,4963.54
2026-02-02,LinkedIn Ads,Prospecting,14435,68,375.65,1,330.71
2026-02-02,LinkedIn Ads,Retargeting,5919,71,455.78,2,788.71
2026-02-02,Meta Ads,Lookalike,42884,634,540.95,18,1170.82
2026-02-02,Meta Ads,Prospecting,34379,407,303.94,6,413.56
2026-02-02,Meta Ads,Retargeting,15743,341,288.65,22,1697.59
2026-02-02,TikTok Ads,Lookalike,50017,519,176.37,7,366.76
2026-02-02,TikTok Ads,Prospecting,79064,695,222.36,9,335.0
2026-02-02,TikTok Ads,Retargeting,30750,520,194.07,8,460.06
2026-02-03,Google Ads,Brand Search,7015,571,720.75,72,8588.49
2026-02-03,Google Ads,Lookalike,16352,597,711.86,32,2560.2
2026-02-03,Google Ads,Prospecting,31306,1028,1077.63,34,2347.73
2026-02-03,Google Ads,Retargeting,9610,598,744.37,50,4706.64
2026-02-03,LinkedIn Ads,Prospecting,17292,88,403.76,1,341.54
2026-02-03,LinkedIn Ads,Retargeting,5581,60,326.03,3,1197.46
2026-02-03,Meta Ads,Lookalike,30785,388,328.51,9,587.72
2026-02-03,Meta Ads,Prospecting,53397,575,466.74,14,923.23
2026-02-03,Meta Ads,Retargeting,23650,515,409.59,37,2639.15
2026-02-03,TikTok Ads,Lookalike,69719,723,222.58,9,387.3
2026-02-03,TikTok Ads,Prospecting,90208,697,222.07,5,212.86
2026-02-03,TikTok Ads,Retargeting,43535,726,196.69,19,999.4
2026-02-04,Google Ads,Brand Search,7060,620,732.73,71,7754.55
2026-02-04,Google Ads,Lookalike,17831,642,878.06,33,3042.65
2026-02-04,Google Ads,Prospecting,27143,804,1038.18,25,1953.88
2026-02-04,Google Ads,Retargeting,8858,491,466.39,47,4013.67
2026-02-04,LinkedIn Ads,Prospecting,17311,93,510.77,1,366.52
2026-02-04,LinkedIn Ads,Retargeting,5647,63,317.29,5,1993.61
2026-02-04,Meta Ads,Lookalike,31379,435,463.1,11,793.54
2026-02-04,Meta Ads,Prospecting,43148,417,289.16,8,635.96
2026-02-04,Meta Ads,Retargeting,18669,378,310.13,19,1577.45
2026-02-04,TikTok Ads,Lookalike,54917,557,166.85,11,482.03
2026-02-04,TikTok Ads,Prospecting,56590,458,140.67,4,188.65
2026-02-04,TikTok Ads,Retargeting,37655,628,257.96,13,729.44
2026-02-05,Google Ads,Brand Search,5762,443,532.75,57,5562.04
2026-02-05,Google Ads,Lookalike,15678,555,722.32,29,2511.65
2026-02-05,Google Ads,Prospecting,32367,931,957.83,30,2172.87
2026-02-05,Google Ads,Retargeting,9607,580,691.64,49,4283.6
2026-02-05,LinkedIn Ads,Prospecting,17668,109,678.68,2,719.31
2026-02-05,LinkedIn Ads,Retargeting,6409,64,348.84,1,409.41
2026-02-05,Meta Ads,Lookalike,30096,410,345.11,9,577.48
2026-02-05,Meta Ads,Prospecting,49572,486,438.89,8,459.46
2026-02-05,Meta Ads,Retargeting,15741,310,264.14,17,1215.93
2026-02-05,TikTok Ads,Lookalike,54741,510,209.32,8,393.18
2026-02-05,TikTok Ads,Prospecting,66829,492,154.28,5,224.99
2026-02-05,TikTok Ads,Retargeting,29336,480,171.06,17,816.78
2026-02-06,Google Ads,Brand Search,5170,387,406.94,42,4084.48
2026-02-06,Google Ads,Lookalike,15393,633,751.03,25,2069.55
2026-02-06,Google Ads,Prospecting,26527,876,1155.33,23,1786.95
2026-02-06,Google Ads,Retargeting,9670,618,864.27,54,5690.45
2026-02-06,LinkedIn Ads,Prospecting,15144,88,498.84,4,1438.03
2026-02-06,LinkedIn Ads,Retargeting,4756,46,245.54,1,359.09
2026-02-06,Meta Ads,Lookalike,27926,369,298.94,10,671.92
2026-02-06,Meta Ads,Prospecting,42326,496,320.84,8,565.4
2026-02-06,Meta Ads,Retargeting,15679,343,298.57,20,1724.23
2026-02-06,TikTok Ads,Lookalike,53778,545,189.5,9,425.33
2026-02-06,TikTok Ads,Prospecting,69740,586,248.03,6,246.81
2026-02-06,TikTok Ads,Retargeting,23879,368,97.94,8,420.79
2026-02-07,Google Ads,Brand Search,4352,353,419.29,42,3644.69
2026-02-07,Google Ads,Lookalike,14869,546,747.06,27,2066.39
2026-02-07,Google Ads,Prospecting,26555,796,843.54,26,1876.27
2026-02-07,Google Ads,Retargeting,9247,577,810.11,52,5277.8
2026-02-07,LinkedIn Ads,Prospecting,12600,58,313.06,0,0.0
2026-02-07,LinkedIn Ads,Retargeting,5343,56,341.84,2,759.63
2026-02-07,Meta Ads,Lookalike,26729,364,277.6,7,487.61
2026-02-07,Meta Ads,Prospecting,40221,430,312.0,4,260.26
2026-02-07,Meta Ads,Retargeting,15315,334,268.03,16,1229.8
2026-02-07,TikTok Ads,Lookalike,36453,443,163.15,5,243.76
2026-02-07,TikTok Ads,Prospecting,58254,447,141.9,2,88.28
2026-02-07,TikTok Ads,Retargeting,32047,492,187.44,11,564.92
2026-02-08,Google Ads,Brand Search,5458,466,621.87,58,5767.42
2026-02-08,Google Ads,Lookalike,14356,586,619.11,26,2235.05
2026-02-08,Google Ads,Prospecting,20489,645,840.29,21,1775.82
2026-02-08,Google Ads,Retargeting,7018,439,563.4,33,3110.71
2026-02-08,LinkedIn Ads,Prospecting,12714,65,384.97,1,314.72
2026-02-08,LinkedIn Ads,Retargeting,5493,59,288.15,4,1305.6
2026-02-08,Meta Ads,Lookalike,25724,340,292.49,14,971.02
2026-02-08,Meta Ads,Prospecting,40005,406,381.78,6,406.12
2026-02-08,Meta Ads,Retargeting,20050,414,353.85,24,1693.07
2026-02-08,TikTok Ads,Lookalike,46709,474,175.63,11,633.45
2026-02-08,TikTok Ads,Prospecting,63814,504,180.49,3,151.56
2026-02-08,TikTok Ads,Retargeting,24188,368,108.22,11,566.02
2026-02-09,Google Ads,Brand Search,5934,531,728.12,62,4973.2
2026-02-09,Google Ads,Lookalike,20223,772,1112.94,42,4235.57
2026-02-09,Google Ads,Prospecting,26148,715,833.43,33,2883.4
2026-02-09,Google Ads,Retargeting,11982,711,1090.4,61,5357.36
2026-02-09,LinkedIn Ads,Prospecting,13159,73,458.61,2,548.2
2026-02-09,LinkedIn Ads,Retargeting,6588,78,460.71,4,1395.9
2026-02-09,Meta Ads,Lookalike,39469,467,356.42,11,736.85
2026-02-09,Meta Ads,Prospecting,54611,516,382.85,9,653.06
2026-02-09,Meta Ads,Retargeting,22862,499,436.94,22,1780.34
2026-02-09,TikTok Ads,Lookalike,66354,587,189.47,13,717.52
2026-02-09,TikTok Ads,Prospecting,72867,647,288.67,3,143.97
2026-02-09,TikTok Ads,Retargeting,39215,572,207.94,14,700.58
2026-02-10,Google Ads,Brand Search,6798,590,902.82,60,5406.35
2026-02-10,Google Ads,Lookalike,15878,699,719.96,30,2535.36
2026-02-10,Google Ads,Prospecting,31864,973,1206.51,31,2341.44
2026-02-10,Google Ads,Retargeting,11100,677,761.13,58,5872.15
2026-02-10,LinkedIn Ads,Prospecting,14676,98,525.23,1,294.58
2026-02-10,LinkedIn Ads,Retargeting,5995,76,451.78,3,1313.66
2026-02-10,Meta Ads,Lookalike,35527,488,380.73,12,927.65
2026-02-10,Meta Ads,Prospecting,48820,537,426.79,6,374.86
2026-02-10,Meta Ads,Retargeting,18206,367,302.29,21,1973.97
2026-02-10,TikTok Ads,Lookalike,59796,623,191.02,7,350.17
2026-02-10,TikTok Ads,Prospecting,74060,601,216.48,6,303.25
2026-02-10,TikTok Ads,Retargeting,36722,578,178.5,12,642.8
2026-02-11,Google Ads,Brand Search,7360,575,725.89,72,7783.17
2026-02-11,Google Ads,Lookalike,18342,765,859.8,36,3017.44
2026-02-11,Google Ads,Prospecting,28924,895,1042.31,27,1857.46
2026-02-11,Google Ads,Retargeting,13962,737,868.53,72,6680.9
2026-02-11,LinkedIn Ads,Prospecting,17099,74,425.95,2,679.59
2026-02-11,LinkedIn Ads,Retargeting,4595,36,214.75,1,348.8
2026-02-11,Meta Ads,Lookalike,37958,506,489.93,20,1304.85
2026-02-11,Meta Ads,Prospecting,55388,537,469.43,12,723.1
2026-02-11,Meta Ads,Retargeting,16580,369,286.56,15,1101.06
2026-02-11,TikTok Ads,Lookalike,55867,505,184.01,9,450.56
2026-02-11,TikTok Ads,Prospecting,76246,652,204.62,3,132.3
2026-02-11,TikTok Ads,Retargeting,26489,418,158.23,12,683.67
2026-02-12,Google Ads,Brand Search,6022,485,540.14,45,4022.45
2026-02-12,Google Ads,Lookalike,18176,681,1091.85,38,3377.8
2026-02-12,Google Ads,Prospecting,33872,1069,1254.31,39,3095.26
2026-02-12,Google Ads,Retargeting,7169,461,572.51,42,4640.88
2026-02-12,LinkedIn Ads,Prospecting,17801,102,653.05,2,504.01
2026-02-12,LinkedIn Ads,Retargeting,5202,48,223.03,2,733.55
2026-02-12,Meta Ads,Lookalike,38452,513,443.83,10,687.0
2026-02-12,Meta Ads,Prospecting,47612,428,326.53,9,549.96
2026-02-12,Meta Ads,Retargeting,15218,309,252.09,19,1595.12
2026-02-12,TikTok Ads,Lookalike,44664,478,193.42,11,594.08
2026-02-12,TikTok Ads,Prospecting,72307,553,201.02,7,329.59
2026-02-12,TikTok Ads,Retargeting,25506,434,156.84,10,539.74
2026-02-13,Google Ads,Brand Search,6822,562,674.17,63,5112.32
2026-02-13,Google Ads,Lookalike,17688,660,780.44,38,3357.16
2026-02-13,Google Ads,Prospecting,27891,824,1047.53,30,2516.04
2026-02-13,Google Ads,Retargeting,10357,716,775.73,48,4850.69
2026-02-13,LinkedIn Ads,Prospecting,16936,82,436.09,1,276.11
2026-02-13,LinkedIn Ads,Retargeting,5402,57,264.21,3,1093.91
2026-02-13,Meta Ads,Lookalike,34863,422,360.59,14,1221.29
2026-02-13,Meta Ads,Prospecting,44629,515,480.24,12,915.27
2026-02-13,Meta Ads,Retargeting,17697,340,278.37,18,1508.91
2026-02-13,TikTok Ads,Lookalike,54105,648,251.57,4,209.68
2026-02-13,TikTok Ads,Prospecting,66920,558,212.99,9,312.55
2026-02-13,TikTok Ads,Retargeting,29204,426,158.3,11,606.23
2026-02-14,Google Ads,Brand Search,5602,490,653.88,64,6590.39
2026-02-14,Google Ads,Lookalike,13822,584,722.38,28,2415.84
2026-02-14,Google Ads,Prospecting,19945,624,992.69,17,1452.75
2026-02-14,Google Ads,Retargeting,9331,537,750.58,45,4719.57
2026-02-14,LinkedIn Ads,Prospecting,10853,66,398.23,4,1231.35
2026-02-14,LinkedIn Ads,Retargeting,4744,41,216.85,1,364.81
2026-02-14,Meta Ads,Lookalike,25441,325,326.34,8,571.62
2026-02-14,Meta Ads,Prospecting,50766,507,427.93,13,789.14
2026-02-14,Meta Ads,Retargeting,18338,366,296.24,24,1879.8
2026-02-14,TikTok Ads,Lookalike,50211,488,164.39,3,131.33
2026-02-14,TikTok Ads,Prospecting,59095,443,164.18,6,311.32
2026-02-14,TikTok Ads,Retargeting,22239,369,125.2,11,582.6
2026-02-15,Google Ads,Brand Search,5485,404,583.57,49,5070.55
2026-02-15,Google Ads,Lookalike,18957,753,828.21,37,3514.4
2026-02-15,Google Ads,Prospecting,27698,942,998.49,35,2746.16
2026-02-15,Google Ads,Retargeting,8617,582,786.49,61,5691.34
2026-02-15,LinkedIn Ads,Prospecting,10644,33,151.0,0,0.0
2026-02-15,LinkedIn Ads,Retargeting,4802,53,284.47,3,1152.68
2026-02-15,Meta Ads,Lookalike,29635,387,311.2,11,745.16
2026-02-15,Meta Ads,Prospecting,46635,586,572.5,12,898.56
2026-02-15,Meta Ads,Retargeting,15138,337,291.54,24,2158.6
2026-02-15,TikTok Ads,Lookalike,50331,505,155.83,8,363.49
2026-02-15,TikTok Ads,Prospecting,88966,716,252.06,10,481.59
2026-02-15,TikTok Ads,Retargeting,25402,404,151.91,10,630.55
2026-02-16,Google Ads,Brand Search,7000,495,852.79,62,4828.2
2026-02-16,Google Ads,Lookalike,22569,843,996.98,40,2955.2
2026-02-16,Google Ads,Prospecting,25818,802,994.02,32,2615.47
2026-02-16,Google Ads,Retargeting,11050,608,657.52,52,5504.76
2026-02-16,LinkedIn Ads,Prospecting,17099,98,535.79,2,725.94
2026-02-16,LinkedIn Ads,Retargeting,7074,92,534.28,5,1775.71
2026-02-16,Meta Ads,Lookalike,27820,347,276.12,11,839.49
2026-02-16,Meta Ads,Prospecting,47923,513,397.72,8,483.0
2026-02-16,Meta Ads,Retargeting,16922,399,337.87,18,1363.82
2026-02-16,TikTok Ads,Lookalike,43052,435,122.16,5,258.82
2026-02-16,TikTok Ads,Prospecting,82565,648,223.08,6,282.28
2026-02-16,TikTok Ads,Retargeting,32741,447,167.87,8,474.9
2026-02-17,Google Ads,Brand Search,6157,532,658.62,62,6463.97
2026-02-17,Google Ads,Lookalike,19171,642,699.58,38,3491.1
2026-02-17,Google Ads,Prospecting,29882,991,1341.31,28,2327.54
2026-02-17,Google Ads,Retargeting,9672,564,741.07,58,6391.28
2026-02-17,LinkedIn Ads,Prospecting,19155,96,650.98,2,563.24
2026-02-17,LinkedIn Ads,Retargeting,4380,40,205.59,2,626.62
2026-02-17,Meta Ads,Lookalike,45368,584,457.3,22,1562.63
2026-02-17,Meta Ads,Prospecting,61481,620,462.07,16,1006.06
2026-02-17,Meta Ads,Retargeting,21599,508,385.85,18,1451.89
2026-02-17,TikTok Ads,Lookalike,55222,569,198.74,8,359.82
2026-02-17,TikTok Ads,Prospecting,98159,831,305.49,5,270.09
2026-02-17,TikTok Ads,Retargeting,28357,473,158.47,6,403.0
2026-02-18,Google Ads,Brand Search,6207,508,630.77,56,6741.83
2026-02-18,Google Ads,Lookalike,15210,609,828.65,39,3503.89
2026-02-18,Google Ads,Prospecting,28090,691,831.45,23,2054.57
2026-02-18,Google Ads,Retargeting,12341,641,828.98,74,6407.64
2026-02-18,LinkedIn Ads,Prospecting,16216,81,421.11,0,0.0
2026-02-18,LinkedIn Ads,Retargeting,5116,56,340.64,2,727.23
2026-02-18,Meta Ads,Lookalike,38875,517,479.82,18,1220.83
2026-02-18,Meta Ads,Prospecting,63864,621,548.71,20,1358.04
2026-02-18,Meta Ads,Retargeting,17307,375,298.12,22,1439.11
2026-02-18,TikTok Ads,Lookalike,48359,481,196.6,4,226.75
2026-02-18,TikTok Ads,Prospecting,83990,685,235.68,9,374.76
2026-02-18,TikTok Ads,Retargeting,30840,538,176.22,22,1194.82
2026-02-19,Google Ads,Brand Search,6009,480,587.96,48,4870.53
2026-02-19,Google Ads,Lookalike,15930,605,627.16,33,2475.09
2026-02-19,Google Ads,Prospecting,29155,1021,1159.9,40,3254.07
2026-02-19,Google Ads,Retargeting,7437,487,671.09,45,3391.62
2026-02-19,LinkedIn Ads,Prospecting,14760,93,615.23,1,324.01
2026-02-19,LinkedIn Ads,Retargeting,5377,64,332.18,3,1349.46
2026-02-19,Meta Ads,Lookalike,36377,513,452.52,19,1159.51
2026-02-19,Meta Ads,Prospecting,67764,632,571.29,13,871.29
2026-02-19,Meta Ads,Retargeting,18816,399,286.53,19,1615.37
2026-02-19,TikTok Ads,Lookalike,44532,442,174.22,6,310.83
2026-02-19,TikTok Ads,Prospecting,83590,706,205.66,5,246.68
2026-02-19,TikTok Ads,Retargeting,28609,500,167.54,13,791.41
2026-02-20,Google Ads,Brand Search,6079,467,621.37,48,5800.22
2026-02-20,Google Ads,Lookalike,14210,573,631.01,26,1994.1
2026-02-20,Google Ads,Prospecting,22008,705,919.18,16,1282.95
2026-02-20,Google Ads,Retargeting,8926,520,594.37,47,4726.22
2026-02-20,LinkedIn Ads,Prospecting,14540,59,369.14,1,366.36
2026-02-20,LinkedIn Ads,Retargeting,6711,69,367.48,2,795.97
2026-02-20,Meta Ads,Lookalike,25916,304,242.33,8,597.07
2026-02-20,Meta Ads,Prospecting,46951,456,330.01,12,773.27
2026-02-20,Meta Ads,Retargeting,19721,451,392.3,30,2211.68
2026-02-20,TikTok Ads,Lookalike,57871,637,223.69,8,475.15
2026-02-20,TikTok Ads,Prospecting,68536,550,210.64,3,158.96
2026-02-20,TikTok Ads,Retargeting,19619,306,121.26,11,589.34
2026-02-21,Google Ads,Brand Search,5116,440,497.48,71,5832.46
2026-02-21,Google Ads,Lookalike,13034,466,609.39,26,2762.05
2026-02-21,Google Ads,Prospecting,25004,754,1042.72,34,2632.63
2026-02-21,Google Ads,Retargeting,7395,451,544.82,57,6332.19
2026-02-21,LinkedIn Ads,Prospecting,12031,67,418.05,1,352.74
2026-02-21,LinkedIn Ads,Retargeting,3161,25,146.41,0,0.0
2026-02-21,Meta Ads,Lookalike,24261,264,235.1,8,595.13
2026-02-21,Meta Ads,Prospecting,39027,399,263.24,12,689.9
2026-02-21,Meta Ads,Retargeting,18668,432,326.8,24,1868.01
2026-02-21,TikTok Ads,Lookalike,36646,357,124.57,5,295.97
2026-02-21,TikTok Ads,Prospecting,80345,788,269.41,7,322.09
2026-02-21,TikTok Ads,Retargeting,25816,457,155.37,9,480.09
2026-02-22,Google Ads,Brand Search,6566,491,547.18,57,5322.17
2026-02-22,Google Ads,Lookalike,19014,772,1027.1,34,2713.97
2026-02-22,Google Ads,Prospecting,26887,850,1047.35,35,2555.25
2026-02-22,Google Ads,Retargeting,8666,524,645.78,49,4416.96
2026-02-22,LinkedIn Ads,Prospecting,11828,64,449.04,0,0.0
2026-02-22,LinkedIn Ads,Retargeting,3823,40,238.6,0,0.0
2026-02-22,Meta Ads,Lookalike,28831,387,270.88,13,917.09
2026-02-22,Meta Ads,Prospecting,52279,534,422.34,12,839.72
2026-02-22,Meta Ads,Retargeting,11573,231,186.31,9,690.76
2026-02-22,TikTok Ads,Lookalike,44707,452,154.83,7,389.59
2026-02-22,TikTok Ads,Prospecting,61922,501,148.51,3,154.67
2026-02-22,TikTok Ads,Retargeting,25619,395,134.96,14,727.56
2026-02-23,Google Ads,Brand Search,6965,676,758.02,85,9646.93
2026-02-23,Google Ads,Lookalike,17210,683,789.52,38,2925.1
2026-02-23,Google Ads,Prospecting,26418,872,984.65,26,2099.29
2026-02-23,Google Ads,Retargeting,13081,819,994.55,67,5979.42
2026-02-23,LinkedIn Ads,Prospecting,20783,126,690.81,0,0.0
2026-02-23,LinkedIn Ads,Retargeting,5401,50,239.11,3,1216.43
2026-02-23,Meta Ads,Lookalike,34078,433,383.14,16,1055.42
2026-02-23,Meta Ads,Prospecting,42633,423,284.73,9,656.05
